n_features,lambda,accuracy,f1,precision,recall,train_accuracy
4748,6952.654659183242,0.7288296860133207,0.7288911277730927,0.7578581976838448,0.7264380588488442,0.8493101807802094
4806,1293.2733945143366,0.6960038058991437,0.6922796825751524,0.7200479114637031,0.6928673411771973,0.9087773549000951
4357,15019.119455164058,0.7069457659372027,0.7089227099639416,0.7409513925271369,0.7049562623353989,0.8028068506184586
4024,525.650112321564,0.6398667935299714,0.6361189687379674,0.6647353427048701,0.6361281270494427,0.9124643196955281
4662,2610.868213844434,0.7055185537583254,0.7030836307390438,0.7301474529329852,0.7028105167127714,0.8823739295908658
4709,7425.677927891497,0.725499524262607,0.7255519193447574,0.7557713885338045,0.7230121063513439,0.844790675547098
4536,5861.534433350844,0.7188392007611798,0.718907287101123,0.7458799449428646,0.7168577762739483,0.8491912464319695
4784,18875.50316247884,0.7117031398667936,0.7125827226486774,0.7475263068946976,0.7093399197845618,0.8000713606089439
4885,33410.21993584483,0.703615604186489,0.7038053872208054,0.7424328190702483,0.7011218751927688,0.7671265461465271
4642,67032.53129489056,0.6741198858230257,0.6751634592768092,0.7222957024410595,0.6716013215887819,0.7064700285442436
2594,6938.8365614153845,0.69790675547098,0.699583051857191,0.7307012753869736,0.6954532174716944,0.7907944814462416
4998,2321.800111623177,0.719790675547098,0.7165123301712323,0.7439009491753359,0.7169350383562685,0.8955756422454805
4744,9378.128181688291,0.7245480494766888,0.7255017620411,0.7572346621972001,0.7220456028245728,0.8356327307326356
4459,13988.47863383143,0.708848715509039,0.7104752308447491,0.7424067633032335,0.7068616860788534,0.8064938154138915
4204,25271.705487330717,0.6960038058991437,0.6978062219095377,0.7347041371944634,0.6940344132956318,0.7671265461465271
4710,4603.770743091089,0.7216936251189343,0.721031028775174,0.7499815441282517,0.7192376067827002,0.8663177925784966
4870,7505.508559690126,0.7274024738344433,0.7263598227471928,0.7549466962449778,0.7243652286793945,0.8501427212178877
4857,3550.254910927861,0.7183634633682208,0.7159500213161426,0.7452113604435361,0.7152200143698318,0.8772597526165556
4588,1391.2865530181427,0.6907706945765937,0.6879530456321221,0.7153567450174638,0.6882545145246795,0.9008087535680305
4900,2.1592719646149856,0.4933396764985728,0.48344142331373324,0.4966779763351785,0.4901954448843272,0.975023786869648
4799,6784.777212900186,0.7259752616555661,0.7253275581523327,0.753851037248377,0.7232027893762276,0.8516888677450047
4812,16296.37633843536,0.7117031398667936,0.7124839128229243,0.746476025561922,0.7095618115890592,0.808872502378687
4922,37676.65563245321,0.6974310180780209,0.6979374101759277,0.7383059211079394,0.6951969029949823,0.758325404376784
4997,2538.3861614150837,0.7216936251189343,0.719032764199501,0.7457241920177338,0.7190925351111312,0.8922454804947669
4804,11238.38191566572,0.7183634633682208,0.7191006897095992,0.7509126721979411,0.7160203525085264,0.8283777354900095
