number,value,datetime_start,datetime_complete,duration,params_a,params_lambda,params_mu,params_new_fs,params_u_dc,state
198,0.2602283539486204,2025-11-20 01:39:39.061295,2025-11-20 01:50:15.064716,0 days 00:10:36.003421,2.99254626374516,924.9777397232392,3.6112452243813444,24867,0.9280668865426169,COMPLETE
199,0.24976213130352046,2025-11-20 01:50:15.309066,2025-11-20 02:01:05.812403,0 days 00:10:50.503337,2.93915091781863,888.5587358892833,4.575203396168735,25577,0.924918530633646,COMPLETE
200,0.23834443387250237,2025-11-20 02:01:06.130776,2025-11-20 02:11:46.074773,0 days 00:10:39.943997,2.8663744915895437,11433.223887264774,3.553001568093589,24825,0.9011460587315315,COMPLETE
201,0.23501427212178877,2025-11-20 02:11:46.278030,2025-11-20 02:22:20.571092,0 days 00:10:34.293062,2.797199915404056,315.9178683831434,4.170321401208639,24658,0.9432741026049829,COMPLETE
202,0.24119885823025689,2025-11-20 08:27:07.600957,2025-11-20 08:37:47.367100,0 days 00:10:39.766143,2.9439217230365755,21936.900369700783,4.287171261653541,24016,0.9165736751242268,COMPLETE
203,0.24785918173168411,2025-11-20 08:37:49.149744,2025-11-20 08:50:56.392772,0 days 00:13:07.243028,2.998436429226983,3117.8816353855996,3.667366975671621,23236,0.961218176841203,COMPLETE
204,0.25689819219790677,2025-11-20 08:50:58.064763,2025-11-20 09:05:11.619616,0 days 00:14:13.554853,2.252533828696302,5035.164776823573,3.59491267558862,22360,0.979098365114875,COMPLETE
205,0.2659372026641294,2025-11-20 09:05:13.610363,2025-11-20 09:19:43.435491,0 days 00:14:29.825128,2.2824866965689172,6679.529637533944,3.554076275013468,25430,0.9843427300396419,COMPLETE
206,0.24738344433872503,2025-11-20 09:19:43.917960,2025-11-20 09:32:17.628806,0 days 00:12:33.710846,2.2191211697484956,4795.350909499909,3.488245251896739,25523,0.9782025706721149,COMPLETE
207,0.24595623215984777,2025-11-20 09:32:17.948416,2025-11-20 09:43:31.109742,0 days 00:11:13.161326,2.0713441141148685,1121.6036532784808,3.3793080241581004,24734,0.9971530780559884,COMPLETE
208,0.25737392959086586,2025-11-20 09:43:31.309737,2025-11-20 09:56:19.926786,0 days 00:12:48.617049,2.274422782674925,2396.1964433142816,3.563282657230497,29311,0.980142408286111,COMPLETE
209,0.22978116079923883,2025-11-20 09:56:20.132507,2025-11-20 10:07:42.430472,0 days 00:11:22.297965,2.3859573636918254,1959.9316934895255,3.6245113803567715,25446,0.9420276003961559,COMPLETE
210,0.25832540437678403,2025-11-20 10:07:42.625921,2025-11-20 10:20:32.978288,0 days 00:12:50.352367,2.281780808816637,2391.3675370536566,3.6009366634424804,29286,0.9794735618956845,COMPLETE
211,0.24119885823025689,2025-11-20 10:20:33.232380,2025-11-20 10:33:17.953646,0 days 00:12:44.721266,2.304719684512395,5134.6716997990225,3.5866330736331773,29107,0.947415032936848,COMPLETE
212,0.14843006660323502,2025-11-20 10:33:18.279023,2025-11-20 10:47:03.944445,0 days 00:13:45.665422,-0.908319173769453,2417.1018781099706,3.4930849687773025,29298,0.999948875119499,COMPLETE
213,0.22645099904852523,2025-11-20 10:47:04.131455,2025-11-20 11:01:27.354090,0 days 00:14:23.222635,2.1443043152144527,708.1067599444515,3.430813431467766,29885,0.21022480071581945,COMPLETE
214,0.24690770694576594,2025-11-20 11:01:27.806264,2025-11-20 11:13:10.797696,0 days 00:11:42.991432,2.2451114897983646,1527.7464629755327,3.820439901160031,22813,0.9774081222782344,COMPLETE
215,0.26736441484300666,2025-11-20 11:13:11.760365,2025-11-20 11:24:52.397919,0 days 00:11:40.637554,2.419551190437432,3206.911185733774,3.734401357968337,24313,0.9733378821842188,COMPLETE
216,0.2697431018078021,2025-11-20 11:24:52.674604,2025-11-20 11:37:57.261360,0 days 00:13:04.586756,2.468349941375443,10460.76911367221,3.2488343274977267,25050,0.9729996148727181,COMPLETE
217,0.23263558515699334,2025-11-20 11:37:57.481246,2025-11-20 11:50:31.848741,0 days 00:12:34.367495,2.4774035344597443,6540.98573450947,3.3072318639977607,24984,0.9308474679216052,COMPLETE
218,0.23311132254995243,2025-11-20 11:50:32.697871,2025-11-20 12:03:51.361003,0 days 00:13:18.663132,2.4432818808749577,15448.433692727558,3.58624512403191,26127,0.9560990633710839,COMPLETE
219,0.26117982873453854,2025-11-20 12:03:52.393574,2025-11-20 12:16:16.618648,0 days 00:12:24.225074,2.7130160634253535,9285.639135773734,3.7568184068302766,24284,0.9705746777061413,COMPLETE
220,0.24785918173168411,2025-11-20 12:16:16.850940,2025-11-20 12:28:16.721391,0 days 00:11:59.870451,2.371228893546222,9339.161132985137,3.809334281571075,24137,0.957125692357275,COMPLETE
221,0.24928639391056137,2025-11-20 12:28:16.942996,2025-11-20 12:40:57.446050,0 days 00:12:40.503054,2.6088290793108744,3128.4925997765004,3.693121694646211,25567,0.9187810945496819,COMPLETE
222,0.2402473834443387,2025-11-20 12:40:59.146718,2025-11-20 12:52:44.672736,0 days 00:11:45.526018,2.3122302460459885,2028.1196275442933,3.2778996859361365,23578,0.9421683909512851,COMPLETE
223,0.26450999048525214,2025-11-20 12:52:46.412522,2025-11-20 13:05:38.575718,0 days 00:12:52.163196,2.746477690335716,11885.964328988091,3.899297431109639,24505,0.9777124265669528,COMPLETE
224,0.24690770694576594,2025-11-20 13:05:39.726382,2025-11-20 13:18:11.033499,0 days 00:12:31.307117,2.7369613685763903,4993.090004333066,3.92387822572776,24269,0.9699714236651452,COMPLETE
225,0.25404376784015226,2025-11-20 13:18:12.200316,2025-11-20 13:30:50.184657,0 days 00:12:37.984341,2.8620782512519853,9467.815650364926,3.7468572341074813,24971,0.9798172557682402,COMPLETE
226,0.2564224548049477,2025-11-20 13:30:51.052316,2025-11-20 13:44:02.801108,0 days 00:13:11.748792,2.4930385683529175,5408.035508054141,3.865034884285568,25843,0.9582077563525647,COMPLETE
227,0.22407231208372977,2025-11-20 13:44:03.158970,2025-11-20 13:56:55.704733,0 days 00:12:52.545763,2.622855224347166,23504.988985274824,3.617125704282492,26591,0.9996804684963703,COMPLETE
228,0.2450047573739296,2025-11-20 13:56:57.403357,2025-11-20 14:09:24.638802,0 days 00:12:27.235445,2.996995111996654,3026.791743357889,3.7534791260209905,23806,0.9415939238935637,COMPLETE
229,0.2592768791627022,2025-11-20 14:09:25.571334,2025-11-20 14:21:40.148784,0 days 00:12:14.577450,2.8370710355918423,6764.087151694944,3.5153429169374992,25143,0.9712223793516145,COMPLETE
230,0.24310180780209326,2025-11-20 14:21:42.125760,2025-11-20 14:34:32.373697,0 days 00:12:50.247937,2.7080746237364397,11532.965727077864,3.4860905061311587,25038,0.9689705362888213,COMPLETE
231,0.24928639391056137,2025-11-20 14:34:33.155733,2025-11-20 14:46:29.215869,0 days 00:11:56.060136,2.4662400882433384,6472.101101260021,3.570455879799669,25295,0.987663459864962,COMPLETE
232,0.2564224548049477,2025-11-20 14:46:30.178945,2025-11-20 14:58:41.490615,0 days 00:12:11.311670,2.5880656549686822,15975.961501862335,3.434452524192115,24370,0.9679368097219387,COMPLETE
233,0.24690770694576594,2025-11-20 14:58:42.260529,2025-11-20 15:10:23.977638,0 days 00:11:41.717109,2.8520575387151537,3940.6118861268587,3.6487334967488696,23492,0.9521325377159635,COMPLETE
234,0.23929590865842054,2025-11-20 15:10:24.172706,2025-11-20 15:23:07.497889,0 days 00:12:43.325183,2.8479058640908885,2258.7107173732043,3.7733331288680265,24526,0.9995613094159619,COMPLETE
235,0.22502378686964797,2025-11-20 15:23:07.761516,2025-11-20 15:36:14.252245,0 days 00:13:06.490729,2.3338538222461085,1365.0447960623148,3.890471364852213,25676,0.9323296362039363,COMPLETE
236,0.25118934348239774,2025-11-20 15:36:14.732540,2025-11-20 15:50:38.219686,0 days 00:14:23.487146,2.7601885322723225,8892.630851316204,3.562461618930348,29492,0.974113892678537,COMPLETE
237,0.252616555661275,2025-11-20 15:50:39.569409,2025-11-20 16:02:24.944229,0 days 00:11:45.374820,2.998650327539808,3977.6199805587016,3.676565271462066,23051,0.9797489463407563,COMPLETE
238,0.24262607040913417,2025-11-20 16:02:25.284769,2025-11-20 16:15:55.001901,0 days 00:13:29.717132,2.877410922814531,6432.934773697952,4.549648924138088,28697,0.954422072300502,COMPLETE
239,0.2554709800190295,2025-11-20 16:15:55.890679,2025-11-20 16:27:53.150410,0 days 00:11:57.259731,2.5577503780430493,2418.7803840182814,3.795673542883479,24161,0.9292919359928726,COMPLETE
240,0.241674595623216,2025-11-20 16:27:53.600344,2025-11-20 16:40:02.375485,0 days 00:12:08.775141,2.2131773681557774,4114.269206609834,4.0098160902434445,26157,0.9666048238209227,COMPLETE
241,0.2407231208372978,2025-11-20 16:40:03.121299,2025-11-20 16:52:26.681646,0 days 00:12:23.560347,2.7695118703106982,8064.5486043843375,4.471549088112743,25039,0.9452901786667476,COMPLETE
242,0.21408182683158897,2025-11-20 16:52:28.684287,2025-11-20 17:06:14.055483,0 days 00:13:45.371196,2.4234387639727126,28057.41440566444,0.19987348693848483,27977,0.4832958287344602,COMPLETE
243,0.25071360608943866,2025-11-20 17:06:14.953376,2025-11-20 17:18:36.909056,0 days 00:12:21.955680,2.681047669529043,10198.488669984654,3.911147681042823,24544,0.982729155625475,COMPLETE
244,0.25832540437678403,2025-11-20 17:18:37.109659,2025-11-20 17:30:50.576698,0 days 00:12:13.467039,2.7337414345910807,18528.936837936213,3.6297462939055314,24761,0.9821495677365253,COMPLETE
245,0.2554709800190295,2025-11-20 17:30:51.534285,2025-11-20 17:42:41.825370,0 days 00:11:50.291085,2.8594878541507245,17851.41187413286,3.508625402903635,23784,0.9853649877378109,COMPLETE
246,0.2654614652711703,2025-11-20 17:42:43.105324,2025-11-20 17:55:14.536985,0 days 00:12:31.431661,2.6752379217045545,5906.580527806891,3.6083504646581086,25131,0.9624109923296298,COMPLETE
247,0.25404376784015226,2025-11-20 17:55:15.314709,2025-11-20 18:07:38.399613,0 days 00:12:23.084904,2.5712260111752343,6166.670637470951,3.6036837394097394,25394,0.9650779571481567,COMPLETE
248,0.23596574690770694,2025-11-20 18:07:38.792315,2025-11-20 18:20:09.939322,0 days 00:12:31.147007,2.304844083806709,15792.165528086589,3.379711434268787,25166,0.9973467228302227,COMPLETE
249,0.23549000951474786,2025-11-20 18:20:10.830243,2025-11-20 18:32:18.471671,0 days 00:12:07.641428,2.663625453971275,10714.863689316233,3.614797349617595,24592,0.959514548040809,COMPLETE
250,0.21503330161750714,2025-11-20 18:32:19.569374,2025-11-20 18:45:28.040008,0 days 00:13:08.470634,2.5149517051537753,3822.1639423213473,3.503144464588086,26732,0.9998140902856852,COMPLETE
251,0.2335870599429115,2025-11-20 18:45:28.598995,2025-11-20 18:58:00.205260,0 days 00:12:31.606265,2.395372309421226,30335.081405538276,3.6450524646276916,25860,0.4168696956633812,COMPLETE
252,0.25451950523311134,2025-11-20 18:58:00.426765,2025-11-20 19:10:05.909930,0 days 00:12:05.483165,2.739969057411193,5591.460400786545,3.690408114931393,24177,0.9742131972998299,COMPLETE
253,0.25784966698382494,2025-11-20 19:10:06.661794,2025-11-20 19:22:25.238187,0 days 00:12:18.576393,2.2242224124926797,2799.739046587747,3.726513053325533,25199,0.9548303288969555,COMPLETE
254,0.25499524262607043,2025-11-20 19:22:26.133701,2025-11-20 19:35:42.396712,0 days 00:13:16.263011,2.2169673387325983,1193.6998425836373,3.7144020559130566,25091,0.945023994876522,COMPLETE
255,0.23882017126546146,2025-11-20 19:35:42.996810,2025-11-20 19:47:59.057243,0 days 00:12:16.060433,2.0611065276206535,3116.8182026582363,3.753936946328131,26248,0.9280920670811438,COMPLETE
256,0.21550903901046622,2025-11-20 19:47:59.266204,2025-11-20 20:00:25.851707,0 days 00:12:26.585503,2.267870968930431,1733.2219871470522,3.4262205207601006,25450,0.9556981018759216,COMPLETE
257,0.24643196955280686,2025-11-20 20:00:26.081604,2025-11-20 20:12:22.787658,0 days 00:11:56.706054,2.1294300550152134,3149.6184300717,3.831762199963463,24731,0.9662028595530707,COMPLETE
258,0.23501427212178877,2025-11-20 20:12:23.555985,2025-11-20 20:25:10.902263,0 days 00:12:47.346278,2.4035004572299274,9998.7476795635,3.5714119157551214,25824,0.9137429563591323,COMPLETE
259,0.2302568981921979,2025-11-20 20:25:11.077042,2025-11-20 20:38:38.581338,0 days 00:13:27.504296,2.3479865062286414,917.4520026436599,4.70999604884192,27069,0.9391381571938595,COMPLETE
260,0.17459562321598476,2025-11-20 20:38:38.779462,2025-11-20 20:50:21.853708,0 days 00:11:43.074246,2.792633255146794,0.11303703183418234,3.727709409334283,23458,0.9839742880348903,COMPLETE
261,0.23311132254995243,2025-11-20 20:50:22.118381,2025-11-20 21:02:11.356835,0 days 00:11:49.238454,2.48073193123346,5193.74019260426,3.5405420593740056,25120,0.9534620223332115,COMPLETE
262,0.15366317792578496,2025-11-20 21:02:11.549830,2025-11-20 21:16:17.950640,0 days 00:14:06.400810,-1.8890180197416697,20090.89780709658,3.2567543300512307,29995,0.9752255679242602,COMPLETE
263,0.2335870599429115,2025-11-20 21:16:18.535625,2025-11-20 21:28:06.854703,0 days 00:11:48.319078,2.2255149999092967,1907.2087880790991,3.6678451376828445,24015,0.9306957318518728,COMPLETE
264,0.20361560418648905,2025-11-20 21:28:07.050171,2025-11-20 21:41:35.782210,0 days 00:13:28.732039,0.7217216412510007,12684.41282546407,3.8206867679646215,28931,0.9643413410476401,COMPLETE
265,0.23929590865842054,2025-11-20 21:41:36.061821,2025-11-20 21:53:06.609771,0 days 00:11:30.547950,2.671102859301069,3341.2287212487004,3.438105620425839,23090,0.9991333432289357,COMPLETE
266,0.10941960038058991,2025-11-20 21:53:07.036870,2025-11-20 22:05:02.598490,0 days 00:11:55.561620,2.843055371842589,0.005497694042155912,4.64559014594408,24834,0.9430141346305405,COMPLETE
267,0.24357754519505234,2025-11-20 22:05:02.858403,2025-11-20 22:17:05.465225,0 days 00:12:02.606822,1.9995954575963535,7259.536248015381,3.6311690843792603,26048,0.9826590672576117,COMPLETE
268,0.2521408182683159,2025-11-20 22:17:06.112922,2025-11-20 22:29:07.625889,0 days 00:12:01.512967,2.3279035967010175,2320.9994055924017,4.803211394575056,23839,0.9601257645532432,COMPLETE
269,0.25166508087535683,2025-11-20 22:29:08.601265,2025-11-20 22:41:33.898173,0 days 00:12:25.296908,2.5182789749581724,4554.8432918933795,3.529118252258288,26543,0.9071308827839072,COMPLETE
270,0.2592768791627022,2025-11-20 22:41:34.111280,2025-11-20 22:54:22.949042,0 days 00:12:48.837762,2.8933140963983517,31383.202159753095,3.349491010111543,25644,0.9807501755104928,COMPLETE
271,0.24119885823025689,2025-11-20 22:54:24.642440,2025-11-20 23:07:20.226777,0 days 00:12:55.584337,2.911990928329403,30869.694911300085,3.3923775444390536,25536,0.9520398705970187,COMPLETE
272,0.2450047573739296,2025-11-20 23:07:20.620088,2025-11-20 23:19:48.321763,0 days 00:12:27.701675,2.993139314082699,47261.47335206655,3.297226550819663,24830,0.9244219505593221,COMPLETE
273,0.24928639391056137,2025-11-20 23:19:49.632340,2025-11-20 23:33:37.291823,0 days 00:13:47.659483,2.7510936416033616,23518.707509393935,4.550384065945636,27437,0.9816392881497914,COMPLETE
274,0.25118934348239774,2025-11-20 23:33:37.549796,2025-11-20 23:47:38.650950,0 days 00:14:01.101154,2.861299777512297,72960.24893891545,3.9262999592003536,28321,0.9616449175720759,COMPLETE
275,0.2588011417697431,2025-11-20 23:47:39.498446,2025-11-21 00:00:54.645453,0 days 00:13:15.147007,2.6499055281378823,14463.577204861489,4.629442031086131,25658,0.9405994645811273,COMPLETE
276,0.24310180780209326,2025-11-21 00:00:54.841945,2025-11-21 00:13:19.806627,0 days 00:12:24.964682,2.6602236169616456,37149.08764615863,4.642872192271012,26104,0.9055305413449775,COMPLETE
277,0.23977164605137963,2025-11-21 00:13:20.086812,2025-11-21 00:25:47.374531,0 days 00:12:27.287719,2.754594716938927,15295.026240316472,4.748584890737725,25612,0.9318450549784606,COMPLETE
278,0.25118934348239774,2025-11-21 00:25:47.599355,2025-11-21 00:38:18.375596,0 days 00:12:30.776241,2.5946201876039385,20771.089039559938,4.49330739390246,24319,0.9471069825565477,COMPLETE
279,0.24215033301617508,2025-11-21 00:38:18.562809,2025-11-21 00:51:12.669719,0 days 00:12:54.106910,2.853987537033041,11784.92983863186,3.122932141592708,26510,0.9994300449276783,COMPLETE
280,0.24119885823025689,2025-11-21 00:51:12.842363,2025-11-21 01:03:37.770667,0 days 00:12:24.928304,2.6698732467799227,40020.23976722855,4.550024971180567,25333,0.9218859088697606,COMPLETE
281,0.25071360608943866,2025-11-21 01:03:38.135726,2025-11-21 01:15:48.470604,0 days 00:12:10.334878,2.8837639452147985,9350.83931159631,4.639596910684385,24721,0.9437119994201932,COMPLETE
282,0.2564224548049477,2025-11-21 01:15:49.795410,2025-11-21 01:28:46.405649,0 days 00:12:56.610239,2.521344002666742,89382.58609000048,4.354858658073135,25753,0.9723024503854449,COMPLETE
283,0.26165556612749763,2025-11-21 01:28:46.750508,2025-11-21 01:41:09.017859,0 days 00:12:22.267351,2.721041073503999,15357.005117394565,3.8166537194745764,24136,0.9634271183114278,COMPLETE
284,0.24548049476688868,2025-11-21 01:41:09.200728,2025-11-21 01:52:29.235692,0 days 00:11:20.034964,2.7272387117094037,21324.271077808884,3.815372706259056,23643,0.8954471847695378,COMPLETE
285,0.23263558515699334,2025-11-21 01:52:29.417199,2025-11-21 02:05:12.756948,0 days 00:12:43.339749,2.5907178554657615,47283.598582300074,4.86398965805328,26854,0.5622742474220109,COMPLETE
286,0.25071360608943866,2025-11-21 02:05:13.511311,2025-11-21 02:17:48.370777,0 days 00:12:34.859466,2.459043728402073,15911.765292233289,3.7352230577900754,25139,0.9548808590319097,COMPLETE
287,0.23549000951474786,2025-11-21 02:17:49.038247,2025-11-21 02:29:49.655302,0 days 00:12:00.617055,2.7614632669679793,8668.421399422488,3.8816428225600648,24142,0.9317262332581902,COMPLETE
288,0.2131303520456708,2025-11-21 02:29:49.875079,2025-11-21 02:42:53.448340,0 days 00:13:03.573261,2.6404833034922515,3.8773447825332004,4.716379249142437,26139,0.9653416350416991,COMPLETE
289,0.241674595623216,2025-11-21 02:42:53.948602,2025-11-21 02:55:12.312631,0 days 00:12:18.364029,2.4661922383224955,26561.565866480552,3.992650815024956,24755,0.9161735413751814,COMPLETE
290,0.24357754519505234,2025-11-21 02:55:13.239708,2025-11-21 03:05:56.761724,0 days 00:10:43.522016,2.784341956722024,12481.168109200808,3.7437995929396437,25225,0.9466130335485703,COMPLETE
291,0.26498572787821123,2025-11-21 03:05:56.955987,2025-11-21 03:15:32.763378,0 days 00:09:35.807391,2.6067497257966714,6619.259895973821,3.1973650303179486,23163,0.9676661165732082,COMPLETE
292,0.2450047573739296,2025-11-21 03:15:33.022392,2025-11-21 03:25:18.239467,0 days 00:09:45.217075,2.6842590780557622,9770.535459626351,3.1870233070485305,23264,0.9645443129771495,COMPLETE
293,0.22359657469077068,2025-11-21 03:25:18.432327,2025-11-21 03:34:54.567098,0 days 00:09:36.134771,2.5746936531819267,6359.739853124757,3.3552559732877447,22762,0.3130055823353297,COMPLETE
294,0.23263558515699334,2025-11-21 03:34:54.835882,2025-11-21 03:44:52.426404,0 days 00:09:57.590522,2.8370217495717576,18215.630292892998,3.246072165023274,23841,0.999991789529843,COMPLETE
295,0.18268315889628925,2025-11-21 03:44:52.665364,2025-11-21 03:54:39.910120,0 days 00:09:47.244756,0.43163827866064586,42511.93731097855,3.6865064469275777,23544,0.9365711300280503,COMPLETE
296,0.25071360608943866,2025-11-21 03:54:40.085000,2025-11-21 04:04:38.632101,0 days 00:09:58.547101,2.4339955019998145,7245.049129293832,3.506145128126414,24323,0.9635312310535318,COMPLETE
297,0.22216936251189343,2025-11-21 04:04:38.886984,2025-11-21 04:14:18.630553,0 days 00:09:39.743569,2.5930179745876605,25394.028371651606,3.4460594813716074,23199,0.9419588610496082,COMPLETE
298,0.23834443387250237,2025-11-21 04:14:18.844228,2025-11-21 04:24:31.792203,0 days 00:10:12.947975,2.8820878245010637,106244.81654538386,2.9598225273477023,24602,0.9169228837746325,COMPLETE
299,0.24595623215984777,2025-11-21 04:24:31.999344,2025-11-21 04:34:03.587290,0 days 00:09:31.587946,2.7156533547249273,13028.619440671284,3.862821802235041,22699,0.9829014160129702,COMPLETE
300,0.25784966698382494,2025-11-21 04:34:03.820308,2025-11-21 04:44:37.822986,0 days 00:10:34.002678,2.5173414989297864,4836.923144687181,3.0629691518492224,25879,0.9670483661395393,COMPLETE
301,0.25023786869647957,2025-11-21 04:44:38.011494,2025-11-21 04:54:32.273253,0 days 00:09:54.261759,2.782713212906072,8699.923426930995,3.3423340424644232,23841,0.9502562222748939,COMPLETE
