number,value,datetime_start,datetime_complete,duration,params_a_0,params_a_1,params_a_2,params_a_3,params_a_4,params_a_5,params_a_6,params_a_7,params_f_0,params_f_1,params_f_2,params_f_3,params_f_4,params_f_5,params_f_6,params_f_7,params_high_0,params_high_1,params_high_2,params_high_3,params_high_4,params_high_5,params_high_6,params_high_7,params_low_0,params_low_1,params_low_2,params_low_3,params_low_4,params_low_5,params_low_6,params_low_7,params_u_dc_0,params_u_dc_1,params_u_dc_2,params_u_dc_3,params_u_dc_4,params_u_dc_5,params_u_dc_6,params_u_dc_7,state
443,0.49571836346336823,2025-11-27 05:52:27.167647,2025-11-27 06:55:36.487059,0 days 01:03:09.319412,-0.2854619371297248,4.26358804976919,0.2822726685446455,2.9137704739573924,4.586706052284077,4.005981829809397,-0.520302072226215,3.0049204329643535,1904.4901699996008,4118.7811649886735,5484.6906879982525,7961.608082335116,9859.08262061794,11918.538383860548,13894.478095750272,15956.405826997678,3166,4698,6722,7882,9750,11305,13388,16024,29,2226,4365,6604,8223,9795,11234,13483,0.2504944152024912,0.7418006501438515,0.7628356923731162,0.45796441687166595,0.151945239137066,0.6380238941444287,0.9994393498768459,0.43892747391538883,COMPLETE
444,0.7140818268315889,2025-11-27 06:55:36.836818,2025-11-27 07:58:15.088187,0 days 01:02:38.251369,0.2240847042612,3.632932313645697,-0.23885373861961023,3.479766785176296,4.2333752416120065,4.694569140233051,0.35954814424549747,3.5382721392992837,1986.7724635363545,4018.8624852059434,5538.863269406973,7817.6588539470185,9905.669922162415,11967.903789643,13524.932998460295,15892.25474504274,2948,4745,6684,7958,9676,11271,13411,16101,291,2268,4335,6325,8046,9750,11213,13555,0.20698803426555826,0.7876308197308663,0.5776916280761114,0.36884029222304243,0.09384794362026863,0.4968060048257126,0.629720118649315,0.4836844690235307,COMPLETE
445,0.5518553758325404,2025-11-27 07:58:15.331938,2025-11-27 08:59:43.906058,0 days 01:01:28.574120,0.5982381864215094,0.26806676051150635,-0.029127986534823458,3.809216050910512,2.7857070285437033,4.164014314581605,-1.0825766761520002,2.5125939597309457,1863.8238110161822,4255.503887825253,5440.274117920416,7857.075764574782,9936.842034393927,11821.8846984536,13766.16424815622,15832.855734353529,2992,4646,6648,7933,9716,11372,13440,16065,17,2246,4255,6712,8102,9732,11256,13525,0.5968392022945479,0.8475866008477583,0.7243141340412358,0.43557769631534954,0.12246649991626009,0.9404110455750733,0.930299249979523,0.5180640599271509,COMPLETE
446,0.6917221693625119,2025-11-27 08:59:44.167039,2025-11-27 10:01:03.249940,0 days 01:01:19.082901,0.1062928274555946,3.876906932569747,0.5072142064870188,3.669301879406586,3.859920048433984,3.7205461327278284,-0.7345634963233469,3.856935710536092,1755.7116079136301,4325.927785535798,4746.641739773989,7928.882839928138,9761.26222462411,11884.855806817803,13642.983548149114,15996.656406135518,3046,4715,6683,7899,9702,11290,13480,16141,366,2298,4292,6469,8086,9811,11279,13474,0.27651423276108483,0.7565334089268688,0.7832293064441789,0.40963506578145364,0.06713351276458573,0.43717616832299816,0.5964600971648985,0.4649179268224311,COMPLETE
447,0.49762131303520457,2025-11-27 10:01:03.465439,2025-11-27 11:01:16.090221,0 days 01:00:12.624782,0.8602932506373475,4.086901851412662,0.16087282443379536,3.3697092289235995,3.352375161602726,4.471313052873891,-0.14688901439292143,3.313316921595404,2067.2437719421127,4168.5033502019205,5411.093933659918,7697.65859108227,9962.116959001492,11753.2875441624,13556.080884912377,15934.20700359623,2963,4673,6703,7863,9836,11347,13369,16006,9,2272,4321,6241,8065,9767,11306,13503,0.2242262452220595,0.7359253421317044,0.815703345605113,0.46792438648230067,0.11017725159171521,0.5371570607377093,0.9643375300198088,0.4957899241638037,COMPLETE
448,0.7997145575642245,2025-11-27 11:01:16.392937,2025-11-27 12:01:24.172016,0 days 01:00:07.779079,0.4531492042065618,4.341526541199134,-0.3929997808007086,3.0270077281618715,4.13015884432015,4.824114330289477,-1.5642478997625837,4.297314628991612,1928.2800467224286,4211.617144582448,5505.536774949536,7779.784146331562,9999.071968368788,11924.947581383962,13693.867003188036,15885.440728616191,2927,4774,6670,8016,9623,11317,13348,16179,20,2220,4411,6417,8307,9710,11229,13454,0.16793581956593853,0.7711157888191837,0.7648789547601188,0.4181638257570556,0.39078999233676703,0.6068028269874141,0.9494079228334803,0.5314352372410394,COMPLETE
449,0.4933396764985728,2025-11-27 12:01:24.511910,2025-11-27 13:01:30.870599,0 days 01:00:06.358689,-0.10775841917912363,3.6302165750134576,0.3361727260385531,4.225182008296758,3.1420876122718115,4.256501914552072,-1.2779202476943468,2.8838677427003248,2013.7185867797139,4278.669097072149,5003.045041027203,7957.651944416415,9891.348331257534,11840.47189482386,13819.809520945619,15998.597991991981,3010,4574,6722,7910,9733,11270,13415,16117,0,2260,4348,6447,8173,9783,11258,13541,0.1970144468468725,0.8098442953558553,0.7978599095513397,0.3351300162602012,0.3312781797822723,0.6563657414545636,0.9805172405196043,0.5543934709196671,COMPLETE
450,0.7863939105613701,2025-11-27 13:01:31.116435,2025-11-27 14:01:51.285960,0 days 01:00:20.169525,0.270681921435484,3.328137977324469,-0.10113181551241432,3.86991372879574,3.574132037035597,4.610290804037925,0.15287927025952722,3.6917124247151203,1965.2377540600992,4142.8966149145745,5562.597793094571,7897.4143498539315,9859.911668565672,11881.572008594512,13611.661911876618,15926.632359058698,2987,4745,6696,7962,9656,11391,13397,16253,45,2235,4270,6489,8134,9755,11180,13572,0.2450820354548745,0.7194539931826993,0.8259208477863559,0.3814576157127407,0.08117355371145511,0.5824354661591176,0.9195247310502588,0.515404531113475,COMPLETE
451,0.4971455756422455,2025-11-27 14:01:51.706249,2025-11-27 15:02:20.729550,0 days 01:00:29.023301,-0.4673079640979977,3.8454548383057054,0.08075377344562412,3.1916877413564544,3.916050685274441,4.855736266792074,-0.3852347982857277,3.137431706014789,1846.309543637104,4094.2571408213403,5467.237837011235,7820.059254801414,9924.558257104358,11997.790411117763,13735.328369738709,15851.174631435204,2948,4718,6645,7939,9796,11515,13428,16088,9,2281,4310,6383,8032,9862,11286,13523,0.287641260492878,0.7829447607185313,0.7855506357426862,0.44713012372434524,0.1656885839956813,0.5120311454793739,0.9678275718977253,0.47711062158645867,COMPLETE
452,0.36298763082778307,2025-11-27 15:02:21.053318,2025-11-27 16:02:46.764105,0 days 01:00:25.710787,0.6401439649301044,4.074713534803288,-0.5325503452199098,3.520754683009922,4.393450215633129,4.094810437848905,0.5080957418776116,3.3620594502441166,1712.3611673384291,4187.435503882702,5496.236338129744,7864.727974363775,9959.072211172313,11956.058229080198,13942.129178929908,15962.720585645986,3074,4698,6668,7879,9694,11451,13458,16045,28,2248,4942,6519,8260,9827,11318,13428,0.22364150719605808,0.750319236209867,0.7436509636223153,0.4304413816905222,0.1329628232813114,0.5633635323780032,0.9431482104884287,0.49856358282902696,COMPLETE
453,0.4257849666983825,2025-11-27 16:02:47.013330,2025-11-27 17:03:30.869884,0 days 01:00:43.856554,1.1159539879884115,3.48879779074925,-0.2380734197973759,3.682087791178341,3.686272982182773,4.436196154976498,-1.0447041389614344,3.0683749603319086,1898.7780193466858,4235.252456346357,5530.416513150412,7732.867429309557,9805.086263411617,11811.709764913301,13879.264480874457,15903.747455375034,2876,4681,6688,7978,9761,11295,13380,16166,16,2220,4375,6337,8095,9725,11270,13482,0.25859105309545277,0.6929056178444253,0.8055568865961996,0.4741920582233805,0.027366010005435065,0.5391227545981262,0.9838821109148639,0.536341425769026,COMPLETE
454,0.8173168411037107,2025-11-27 17:03:31.202120,2025-11-27 18:04:52.262584,0 days 01:01:21.060464,0.3900769458619161,3.713770048881436,0.3611507158076353,2.764573150368375,3.03765560664948,4.710221249397909,-1.7373300267430607,2.6705107169547766,2058.9161467441054,4266.225673935473,5417.965123240635,7932.528520146652,9909.337609872118,11884.234454522357,13657.85699725442,15999.607921760022,3134,4633,6722,7920,9667,11331,13410,16029,8,2580,4290,6263,8364,9738,11333,13511,0.18265128231076636,0.7939565772653697,0.7758440897340415,0.39386667153206906,0.09705824569987091,0.6215833649084692,0.962230751824454,0.5706548655994473,COMPLETE
455,0.7978116079923881,2025-11-27 18:04:52.802860,2025-11-27 19:09:18.898721,0 days 01:04:26.095861,0.43494800475961365,3.72819717371003,0.27955284569413047,2.610927658242604,2.937803790065923,4.724015830355354,-2.030191854918967,2.3683573155006123,2034.8427195290656,4253.124089105137,5347.905209711611,7933.72402693904,9896.24578523987,11910.10681978119,13693.30220979344,15997.500453484918,3135,4632,6707,7936,9674,11340,13409,16025,23,2613,4295,6268,8344,9737,11336,13502,0.18368572651860185,0.8157780375413399,0.7698672148204807,0.39259548888216494,0.09398236660254974,0.6139305196373128,0.9983967490850018,0.571018312562407,COMPLETE
456,0.4077069457659372,2025-11-27 19:09:19.184868,2025-11-27 20:13:01.572433,0 days 01:03:42.387565,0.738734822068021,3.033082450235806,0.052216130816312184,2.8744572614660817,3.170509201253509,4.974507270270438,-0.8890080624789413,2.7139310206241456,1970.02207291642,4287.94450839853,5389.95323725612,7970.64478602438,9925.051840039363,11867.659960033348,13657.101719891725,15963.07880482171,3103,4618,6722,7911,9636,11367,13442,15986,0,2785,4773,6301,8296,9699,11303,13522,0.20458616388860207,0.7944782921631588,0.7565286784615534,0.40445971920216994,0.06292604181271749,0.6753755272995111,0.9654066539370006,0.5522558457045613,COMPLETE
457,0.5685061845861085,2025-11-27 20:13:01.960427,2025-11-27 21:16:47.689277,0 days 01:03:45.728850,-4.728230961969435,3.5236479189077192,-0.0943134922164556,4.571927000770902,3.41564174297268,4.61179504587239,-1.803949369717711,2.668982201577922,2055.1732863428283,4224.181583392221,5424.302367429805,7906.731956552167,9855.211803542245,11934.582999395323,13581.528208929987,15998.151841278475,3144,4645,6704,7925,9686,11320,13385,16054,10,2328,4275,6252,8003,9765,11322,13462,0.17019699819153664,0.8428256104370688,0.7132148438647226,0.36075624234878506,0.10798704453253816,0.6252702407185287,0.981827173249613,0.5656693069725895,COMPLETE
458,0.510941960038059,2025-11-27 21:16:47.949739,2025-11-27 22:20:44.248113,0 days 01:03:56.298374,0.3778382213294435,3.877350122091158,0.3882374423433719,2.7039182593564064,2.776674487531916,4.403721590713366,-1.6625560813999327,2.921106608980547,1481.52037227194,4156.430329724857,5455.690939924204,7874.152822907612,9998.08724333166,11896.4292038466,13642.421216502491,15939.263436553178,3143,4658,6722,7898,9889,11329,13421,16028,35,2311,4329,6198,8318,9693,11295,13491,0.235087947110061,0.7903507968296881,0.77791791901223,0.38449558357970615,0.19419955357858773,0.5898634126305637,0.9544725852500855,0.5294348641137118,COMPLETE
459,0.4966698382492864,2025-11-27 22:20:44.554131,2025-11-27 23:24:43.809597,0 days 01:03:59.255466,0.5694732820562699,3.758573800188603,0.2094401032260195,3.0850798936443784,2.98998127927549,4.787256920754913,-1.5595716174307603,3.571831998850468,1783.1291030075774,4276.35498404068,5426.012046974728,6845.084682299443,9943.238222758304,11245.105662373175,13786.14928392709,15962.883655383774,3123,4604,6685,7948,9659,11359,13362,16002,17,2291,4293,6238,8278,9714,11240,13438,0.19411391051301308,0.7724821784892127,0.7379944527749335,0.41301771742679333,0.13832710126263825,0.6483526478588301,0.967478201398143,0.4483102673788027,COMPLETE
460,0.791151284490961,2025-11-27 23:24:44.445621,2025-11-28 00:32:06.306617,0 days 01:07:21.860996,0.21565125992896528,3.2953143470764026,-0.6289495328930195,3.3310647876466586,4.096885173383146,4.263843741523231,-1.2734352953775308,3.195284741057416,2003.9132760566863,4204.189903438302,5475.857834958558,7963.17163885112,9887.304676686985,11962.985586718023,13712.667935855368,15933.522101748194,2971,4685,6700,7916,9714,11313,13408,16074,9,2256,4253,6299,8377,9742,11277,13512,0.21909940848872064,0.8100139159566505,0.7937522953903227,0.3746025438407407,0.08386265279359677,0.6000601647187224,0.9998065153900558,0.5485099978191738,COMPLETE
461,0.4200761179828735,2025-11-28 00:32:06.819324,2025-11-28 01:39:05.327178,0 days 01:06:58.507854,0.8703673012117559,3.6140913849895555,-0.12478182804888921,2.8455276601511432,3.760509111654702,4.53262830745053,-1.363975502979724,3.941724225089439,1920.0749842218513,4064.3976629619697,5452.436112480111,7926.900989391482,9829.501857593234,11860.431077971412,13843.897987287437,15928.389960488686,3021,4635,6674,7873,9734,11410,13338,16113,0,2537,4311,6648,8114,9790,11204,13487,0.26691557997414306,0.8295651762509093,0.7608963544386678,0.4307830875203218,0.051265711450113514,0.5732755385901657,0.9369969753441888,0.5762676444076837,COMPLETE
462,0.7935299714557564,2025-11-28 01:39:05.789836,2025-11-28 02:45:52.729089,0 days 01:06:46.939253,0.369449608299567,4.1525374552908625,-0.3105227971153373,4.078725188304214,3.3290660057839476,3.916334654906154,-0.6792528615333776,2.5907204339965997,1671.6390041737816,4307.099556783187,5395.969933515067,7995.7916699169755,9959.53808175072,11921.668640454767,13555.71597216198,15960.257320590084,2996,4668,6705,7989,9668,11298,13442,16038,26,2458,4446,6278,8066,9722,11338,13543,0.15857191175469143,0.7646717688605342,0.8043750328633755,0.3998799167542447,0.11376752601590677,0.4804108361526444,0.9999168835834567,0.5120670885842633,COMPLETE
463,0.8035204567078973,2025-11-28 02:45:53.238518,2025-11-28 03:52:42.631275,0 days 01:06:49.392757,0.13169928414140358,3.94701789230819,0.08782663699015414,3.113770477951758,3.4700458355032566,4.769698333312125,-1.8487982789453556,2.8589143897566536,1859.4494583700975,4124.483358729767,5508.9757772153125,7847.0141399927215,9911.525439881074,11998.471671076511,13675.09463653106,15896.614280024885,2941,4733,6686,7962,9770,11340,13387,16145,18,2276,4349,6412,8144,9763,11258,13470,0.3048746194750683,0.7899023816843689,0.7785490192391267,0.4443716913026422,0.07490675931246371,0.5496642765242683,0.9778653910321151,0.4915717500974922,COMPLETE
464,0.796384395813511,2025-11-28 03:52:42.989971,2025-11-28 04:59:19.352555,0 days 01:06:36.362584,0.5790671179719257,3.451863928834527,0.3507052094974693,2.398666802798562,3.920819113659502,4.993303000005351,-0.025210357732339567,3.4358255943762246,2080.438651046081,4177.995532150406,5481.291603456502,7781.405932991407,9865.815871879986,11884.12367583871,13627.505175887381,15861.70782042063,2910,4753,6706,7927,9693,11283,13468,16015,9,2300,4282,6440,8083,9816,11299,13510,0.2108656974770471,0.742168970967972,0.7391229172711976,0.35355773394504053,0.15655114790522442,0.6255599823403929,0.9564964921831153,0.5274347063300525,COMPLETE
465,0.5556612749762131,2025-11-28 04:59:20.040500,2025-11-28 06:05:43.385991,0 days 01:06:23.345491,-4.1096426754090185,3.7070937623600293,-0.3567608133181617,3.4055405841805673,3.607402740977509,4.467295762022041,-1.1343192776187097,3.1444851165796717,1554.851671969605,4243.908543007961,5426.222112826479,7905.958404948848,9969.527278488948,11842.366752975096,13756.031809453612,15965.202713797049,2977,4706,6674,7892,9642,11375,13400,16082,0,2264,4331,6356,8050,9904,11233,13412,0.2482785383233576,0.7683957942814245,0.8223451162047299,0.4189554127358884,0.12317278631113703,0.5929930475997538,0.9779816836216096,0.4236030638466113,COMPLETE
466,0.7921027592768791,2025-11-28 06:05:43.945639,2025-11-28 07:12:29.933443,0 days 01:06:45.987804,0.31723274629170506,3.9556110785159877,0.49963477575780557,3.8497915602860044,3.0832421848332268,4.165643835301084,-1.5135201538953809,4.19024034401501,1815.987096213305,4322.461312848321,5531.701858919882,7998.751880014014,9918.963497255694,11941.92906959094,13904.344656801235,15995.763888763822,3006,4650,6722,7949,9784,11310,13424,16053,33,2693,4543,6262,8367,9739,11326,13528,0.18206277432696163,0.7988665814763124,0.7761610054502184,0.398130808590489,0.1028412935702451,0.4569836687452597,0.9457328250043641,0.4760651456908532,COMPLETE
467,0.7673644148430067,2025-11-28 07:12:30.507281,2025-11-28 08:19:24.022168,0 days 01:06:53.514887,0.07562439687664185,3.232754405681954,0.1481042136110902,3.5985838672117034,3.214788626860715,4.65814269039246,0.29879322272841413,3.72308764569231,1956.8990342017883,4201.916609608471,5365.196214610404,7815.942825614001,9959.427583512133,11899.253144036284,13590.913622731745,15999.424357228154,3050,4723,6661,7972,9717,11263,13369,16194,66,2241,4311,6567,8123,9774,11281,13450,0.2278020587572848,0.7482660933392796,0.7955765980645719,0.4498947007775844,0.09496864596109188,0.564107866074117,0.9642960878643811,0.5114020141002469,COMPLETE
468,0.43054234062797336,2025-11-28 08:19:25.004375,2025-11-28 09:26:04.299770,0 days 01:06:39.295395,0.6969225566891426,4.1898974074107675,-0.086129376802423,2.9672178550301758,4.286169089698804,4.335667410786484,-2.1197470298753043,2.963133057097475,2001.8795291140698,2680.9149005801073,5453.419717557249,7942.926101004796,8412.656424014518,11968.999413020807,13814.903970853617,15921.606303574144,3163,4693,6690,8003,9754,11353,13437,15977,205,2818,4268,6220,8354,9846,11259,13496,0.47825826038582486,0.8247794008401237,0.7562075774297896,0.423138306654358,0.03407525593938089,0.5314465332372696,0.9244373775382553,0.5530792443346211,COMPLETE
469,0.7916270218839201,2025-11-28 09:26:04.810431,2025-11-28 10:32:40.265502,0 days 01:06:35.455071,0.48649538419039373,3.706021783159245,0.18752981177820577,4.289159462935248,4.012558995628363,3.966924372603777,-0.9578387042293162,1.3245275745405054,1895.327112624799,4135.5501187902055,5106.611054465992,7678.940052829247,9916.224301529755,11840.512117250242,13630.759970632113,15814.271989706212,2957,4763,6722,7860,9686,11331,13399,16130,17,2281,4363,6466,8249,9722,11313,13558,0.20211196869357045,0.7815430471143603,0.7205282747620644,0.43948542202902224,0.05511475320034556,0.6149846344096955,0.9815609565795881,0.4982774624483012,COMPLETE
470,0.39961941008563273,2025-11-28 10:32:40.684694,2025-11-28 11:39:18.258680,0 days 01:06:37.573986,0.9376634535829199,3.9682497412789517,-0.004165780650123525,3.2002011220840516,4.664811044924045,4.998112458183073,-0.4015598014980306,3.3737043723132367,1941.9274172549408,4269.384837652627,5492.848437346272,6341.812043878784,9876.74427137283,11930.069173531441,13680.00512647333,15884.833503203354,3093,4430,6140,7908,9656,11291,13316,16103,9,2481,4292,6396,8073,9692,11222,13803,0.27950842691940825,0.7292152751026921,0.8084428164410993,0.37605769600906547,0.453896908573024,0.5031386497988319,0.952109054070563,0.5351446987500684,COMPLETE
471,0.5114176974310181,2025-11-28 11:39:18.878562,2025-11-28 12:46:21.814487,0 days 01:07:02.935925,-0.17623923168326663,3.478189890639454,0.5313678393794359,4.008458138430052,3.7311079519066888,4.611981734963598,-0.5963748493462759,2.7708127707032135,2083.6521039174304,4222.6566058832805,5563.982877769618,7881.8723511078415,9801.4216810152,11884.674833962763,13873.99803176599,15927.160331117668,3123,4671,6689,7932,9810,11433,13457,16070,23,2316,4332,6318,8094,9796,11295,13484,0.23967868671894355,0.7689508444617466,0.7744825111928468,0.4102798325077164,0.1443197240238358,0.7026307307870636,0.9801199603000547,0.5749760863648751,COMPLETE
472,0.7901998097050428,2025-11-28 12:46:22.552343,2025-11-28 13:53:27.949971,0 days 01:07:05.397628,0.20324009881743949,4.10879429592341,-0.7267724454743024,3.394381265150365,3.4085613847210485,4.403834909847235,-0.17135921226614037,3.569799493438535,2043.8223204500277,4031.037458808735,5512.504078714026,7959.725029906141,9998.683259601368,11807.885568529526,13940.820243809729,15959.149257429586,3028,4745,6655,7887,9738,11393,13354,16001,9,2757,4311,6382,8207,9754,11347,13521,0.25989733772908813,0.7115864110904151,0.7888714111090902,0.45556361654555255,0.011359430981484191,0.573203283132759,0.9351772784376415,0.4606367837017663,COMPLETE
473,0.5518553758325404,2025-11-28 13:53:28.682394,2025-11-28 15:00:46.027551,0 days 01:07:17.345157,0.37144418067388263,3.8356797103374642,-0.2586404486626911,2.772905700352875,2.5996714555113636,4.1271186290655155,0.11685337418907255,3.1842201269978,1105.510324867557,4087.674147999707,5470.562859484544,7840.098095492736,9925.154592993962,11869.578828382684,13494.302453715978,15854.975125951352,2932,4716,6702,7912,9707,11312,13481,16158,0,2430,4254,6425,8114,9876,11244,13467,0.17943386269406664,0.7484469779664938,0.8286767913884348,0.4313407756386919,0.0789436158383286,0.6372628098041515,0.9619065792067725,0.5173208167547019,COMPLETE
474,0.7697431018078021,2025-11-28 15:00:46.776424,2025-11-28 16:07:37.856280,0 days 01:06:51.079856,0.020966017505825274,4.3357775660968665,-0.4963756312792076,3.7076063788129114,3.5569061100208113,4.7764794859928905,-1.6831360474643344,2.342051863673764,1736.4180715840614,4190.425053443106,5418.453229174239,7756.319126850002,9846.178494971557,11961.459044831709,13721.122484514883,15901.86486047007,2983,4699,6670,7956,9675,11282,13420,16093,41,2264,4342,6488,8157,9780,11192,13505,0.21932603057259797,0.8123170086555673,0.7468501758327802,0.39397854793179626,0.12195071843074069,0.5934575173724003,0.9996505923493062,0.4814303148095362,COMPLETE
475,0.5104662226450999,2025-11-28 16:07:38.457534,2025-11-28 17:14:42.745251,0 days 01:07:04.287717,0.601062771811153,3.6235466039224584,0.2960422411403908,3.2364030357063416,4.1138147469172015,4.4993143152378625,-1.388312471175861,3.952783811113128,1781.1404082010672,4150.309173709161,5542.351190357789,7923.365213088525,9956.504506767948,11917.657405602567,13561.334637692345,15961.913032797038,2962,4729,6704,7983,9640,11258,13396,15521,17,2231,4288,6452,8038,10133,11278,13540,0.19762181568737464,0.7585993773066935,0.8087565804143655,0.41018788140168916,0.1614145822684333,0.4788003364992982,0.9685444240360371,0.5454901382764981,COMPLETE
476,0.801617507136061,2025-11-28 17:14:43.464113,2025-11-28 18:21:37.970264,0 days 01:06:54.506151,0.31492452553095074,3.957853274191376,-0.14072160237239267,2.504716622802813,2.913238457410091,3.7942114946059005,-0.8712510058732654,2.5488663536846143,1971.3122418264163,4246.979011101404,5445.87616703037,7887.304623608708,9890.296326245114,11999.811603632923,13618.090016695876,15927.433628018065,2997,4662,6686,7873,9824,11348,13284,16042,27,2341,4382,6291,8103,9740,11265,13444,0.16397031570175663,0.7849324992691165,0.7637175233943219,0.4562700601980024,0.10310664355864763,0.5486433215203673,0.3286999826825262,0.5060009301379642,COMPLETE
477,0.7987630827783063,2025-11-28 18:21:39.077916,2025-11-28 19:28:56.954978,0 days 01:07:17.877062,0.13628163678029453,3.410721255586695,0.059318378419542045,3.5000032839451998,3.840206252021265,4.229875401550441,-1.1680971756645242,-0.22949468279913887,1858.2519368307062,4326.125254803889,5479.879359880431,7964.563103718105,9962.239087813688,11840.252464979783,13672.253134661223,15866.205975826037,3010,4604,6645,7942,9623,11324,13825,16211,9,2250,4316,6533,8236,9818,11315,13480,0.23905778677624043,0.7245374141364185,0.7913061912630068,0.41727653294543426,0.288743038064435,0.5239985309599602,0.9231049181035604,0.5235782910935713,COMPLETE
478,0.4862036156041865,2025-11-28 19:28:57.785170,2025-11-28 20:35:47.209824,0 days 01:06:49.424654,0.7762964277837994,3.730316534965878,-3.863575090302666,2.133748665541106,3.279459595678231,4.682334106195135,0.33233319876842415,3.020838838276357,2022.4920621989,4268.734225839766,5514.513743329081,7791.392663951682,9922.147389380427,11906.092208176475,13780.061062886072,15999.5931428954,3073,4526,6706,7925,10103,11475,13374,16124,0,2292,4348,6360,8065,9709,11293,13503,0.2888398842908183,0.7978786548832572,0.8176364366396821,0.43564266647127525,0.06436415586424073,0.6693398135241277,0.9816491083874315,0.4852733084478311,COMPLETE
479,0.4904852521408183,2025-11-28 20:35:47.894508,2025-11-28 21:42:47.077917,0 days 01:06:59.183409,-0.12992119222251514,4.149797606364951,0.39113233318648544,4.783956850270767,4.473028248779694,4.360365282258341,-0.7102963670884717,3.3701779949381256,1905.1920326237775,4117.747774621358,5495.278379046067,7844.754732367964,9868.870311919589,11772.98272402107,13848.979918541758,15904.5406521125,2891,4685,6722,7901,9719,11302,13418,16017,19,2275,4273,6235,8127,9802,11215,13528,0.21168523902943726,0.7346751652296527,0.83775872073639,0.46972134686923656,0.18556303224406673,0.4289520161417851,0.9518398116744046,0.4523068800677815,COMPLETE
480,0.49143672692673646,2025-11-28 21:42:47.522668,2025-11-28 22:49:40.441689,0 days 01:06:52.919021,0.4885871311174735,3.9107831570858234,-0.9676661616281339,3.846449606050918,3.6888570250064032,4.842386364712563,-1.4501942825898833,3.7430241129966375,1820.7439900564686,4174.7114766247605,5394.898082303365,7932.075931256053,9837.382059759104,11948.469691708131,13525.975631293264,15811.589773790005,2974,4636,6664,7851,9751,11380,13442,16177,9,2923,4295,6408,8085,9754,11248,13553,0.25831959431230134,0.7623794726767563,0.7315393696687241,0.38101473045975054,0.13069554677443954,0.6036976762260952,0.999551241466352,0.5360629205605864,COMPLETE
481,0.7568981921979068,2025-11-28 22:49:41.187161,2025-11-28 23:56:48.546044,0 days 01:07:07.358883,0.24235203551635695,3.5592677818829026,-0.3986530642712007,4.472275649361608,4.289364855623833,4.01317298779119,-1.0191340015752677,2.81164316624722,1978.2069802331275,4226.9368869444925,4923.759587701159,7726.187790305854,9966.617537359174,11864.00171934853,13586.780523948775,15960.054684985895,2924,4743,6687,8013,9701,11564,13389,16077,32,2236,4322,6342,8284,9775,11270,13466,0.18464330814612656,0.8367073151283982,0.7698666301696173,0.4296410156330486,0.089710085003395,0.585603662897127,0.9397126977530035,0.49538317777693913,COMPLETE
482,0.7978116079923881,2025-11-28 23:56:49.250318,2025-11-29 01:03:34.048665,0 days 01:06:44.798347,0.04205903971607072,4.334488388673929,0.1854139862905771,2.977454803048651,3.9387559884115375,4.585464417135581,0.5112324322946499,4.118506252291142,1880.3857916395,4292.0771757691155,5457.800049118467,7996.288341555726,9900.595887455192,11892.196497138679,13726.423366042725,15932.72783468266,2951,4777,6704,7965,9853,11275,13411,16056,16,3016,4433,6434,8015,9725,11333,13832,0.2320940725730669,0.6975600365313565,0.8000958598494827,0.3962884132830527,0.042433147639896224,0.5676613784796967,0.9697537175917524,0.5652731866540568,COMPLETE
483,0.4785918173168411,2025-11-29 01:03:34.633043,2025-11-29 02:10:27.155028,0 days 01:06:52.521985,-0.2761351501937826,3.2179847345230486,0.5541308191433698,3.324427674782576,3.0741098860948615,4.272641912540249,-0.06845077995081586,3.1874482392353354,1936.963433042902,4173.307607083947,5547.89593070917,7882.642434233735,9999.637438011501,11832.149494094754,13912.526724741125,15999.472425574597,3036,4711,5753,7895,9783,11336,13342,16274,0,2261,4303,6499,8262,9832,11302,13494,0.2685271108621231,0.8645831684901879,0.7528309470345936,0.44689230234640903,0.14326838736720526,0.7357969496994753,0.9822318114262872,0.46682301776009816,COMPLETE
484,0.38106565176022833,2025-11-29 02:10:27.750376,2025-11-29 03:17:36.404946,0 days 01:07:08.654570,1.2294076040547626,2.924969447095493,-0.16707634349043915,3.666921166813302,3.4889504739956596,3.723066474926887,-1.2881857050332912,4.349526850655477,2095.3044593354543,4227.0812404351,5416.3356029074175,7816.8861672409075,9934.042004799103,11933.943724687015,13818.023395134906,15884.19690611889,2981,4675,6672,7941,9665,11364,13457,16105,9,2297,4358,6262,8325,9758,11233,13514,0.21063474455069736,0.3465779665062554,0.7865903475505951,0.3599548602514062,0.11332525151858118,0.6466499421038152,0.9170552270049075,0.5106227700498818,COMPLETE
485,0.7335870599429115,2025-11-29 03:17:37.405393,2025-11-29 04:24:51.055883,0 days 01:07:13.650490,0.6190162192836283,3.7753768737911773,0.007389562903295427,4.059185164976731,4.07099070230744,4.820565613101025,-0.3306849187621796,3.508098748203432,2027.9522601544259,2786.2605301249305,5512.745516336408,7918.285438829889,9895.650986783801,11810.022110294962,13664.345349801144,15831.303770757397,2945,4567,6644,7919,9728,11301,13432,16028,25,2577,4250,6462,8415,9689,11284,13429,0.14948495853639615,0.7810920436528366,0.8232451146356881,0.41899559505743617,0.07452265239266967,0.4620748371545842,0.9545796804242788,0.5473399877773176,COMPLETE
