number,value,datetime_start,datetime_complete,duration,params_a_0,params_a_1,params_a_2,params_a_3,params_a_4,params_a_5,params_a_6,params_a_7,params_f_0,params_f_1,params_f_2,params_f_3,params_f_4,params_f_5,params_f_6,params_f_7,params_high_0,params_high_1,params_high_2,params_high_3,params_high_4,params_high_5,params_high_6,params_high_7,params_low_0,params_low_1,params_low_2,params_low_3,params_low_4,params_low_5,params_low_6,params_low_7,params_u_dc_0,params_u_dc_1,params_u_dc_2,params_u_dc_3,params_u_dc_4,params_u_dc_5,params_u_dc_6,params_u_dc_7,state
169,0.4367269267364415,2025-11-13 06:15:17.032011,2025-11-13 07:17:05.762265,0 days 01:01:48.730254,-1.0164317982629192,1.8226107510527059,-1.7790652596974463,0.3523083241667804,-0.9173520578313924,1.6245395883395812,-3.2394417671776967,-3.1235832913892545,2343.3968339903604,4106.215572148603,5858.483110124107,7212.442110673363,8804.30010785698,10295.332442030392,13007.034269193999,15013.013266921456,2688,4852,6228,7629,9544,11163,13001,16345,33,2315,3977,5848,7611,9594,11956,13696,0.7485345636205025,0.11378659084411415,0.704123899923013,0.4606554876206544,0.4869457477234502,0.17008821148776734,0.9329943386200973,0.2611712333274654,COMPLETE
170,0.4509990485252141,2025-11-13 07:17:06.083625,2025-11-13 08:19:02.948450,0 days 01:01:56.864825,-2.838571000871054,1.4894388116975812,-0.0034957526854662024,1.292390573234395,-1.5097329458767674,2.107778169892332,3.4768862776237723,-3.798201916862078,2295.92901922809,4012.6665521309747,5999.182994822931,7259.537097242523,9037.664780909148,11642.820033315189,12598.989832541236,15215.682839661817,2626,4831,6349,7675,9512,11125,13070,16449,17,2910,4020,5745,7502,9533,11566,13674,0.0503355544819583,0.029036619148311803,0.7377025731779825,0.39296740807737446,0.529187206381924,0.12695282448527684,0.9537028358231066,0.18726889877243794,COMPLETE
171,0.4681255946717412,2025-11-13 08:19:03.338188,2025-11-13 09:21:02.310783,0 days 01:01:58.972595,-2.4962435949231834,2.4882101669852554,-2.4857369895677426,1.9841662467423584,-0.5958288429295682,2.4393618445526837,3.9109222623354993,-3.498470435091813,2449.100358052017,4402.146968443432,5777.380477431752,7235.964416744267,8728.41778441617,10286.755775991352,13150.00163722521,15331.910428386289,2667,4927,6282,7669,9543,11102,13331,16308,6,2338,3993,5817,7521,9563,11922,13629,0.01167394988632986,0.16927738842005066,0.6841661396404844,0.37169648698929514,0.48601075830389795,0.14567472007545995,0.7283492841218268,0.1832027058512669,COMPLETE
172,0.49857278782112274,2025-11-13 09:21:02.747304,2025-11-13 10:21:44.837352,0 days 01:00:42.090048,-1.5906572590046357,2.5286614282302966,0.19115646214308543,1.7940776160687324,-0.3740023446569251,2.8656627734910174,3.789763281335171,-3.643193900341205,2453.14773219889,4343.862165159041,5767.326736355443,7338.595087422622,8771.90873519758,10187.639429219584,13068.743585269067,15303.861937490043,2695,4913,6325,7711,9367,11071,13034,16328,2,2271,4052,5787,7516,9607,11936,13404,0.02738728658174635,0.1613945630995659,0.8144315537550781,0.34483874296988026,0.45891798255927985,0.15859740897426702,0.7835138658756448,0.2211683896157276,COMPLETE
173,0.38534728829686016,2025-11-13 10:21:45.129015,2025-11-13 11:21:54.150869,0 days 01:00:09.021854,-1.275884078516371,3.180354646659591,-2.1544188190400355,0.7203909525676528,-0.6757167658555469,2.244265225295803,3.1929616015587348,-3.3181944147514835,2417.5709432127255,4406.106393398199,5801.704101281499,7157.924977903844,8838.148374413133,10377.433316822016,13031.035795226357,15172.16040246127,2650,4889,6396,7688,9390,11095,13347,16499,0,2335,3963,5815,7550,9633,11971,13607,0.06899979789261232,0.23035062191366032,0.6963223723007628,0.4004140100701127,0.43966822287113116,0.19225547761151904,0.7582033183506887,0.15729437898660664,COMPLETE
174,0.7887725975261656,2025-11-13 11:21:54.576714,2025-11-13 12:22:13.488858,0 days 01:00:18.912144,-0.6779861319990743,2.73798644951198,-0.3738850961061303,0.1599378367004759,-0.8010094340980969,0.773121116918995,2.732545276850106,-4.080702675748746,2369.929870739281,4379.145725085522,5945.405570414015,7212.520743028412,8673.025490916132,10325.120380171313,13127.061444411553,15384.114480553928,2713,4918,6198,7646,9547,11140,13247,16368,17,2296,4003,5862,7516,9597,11539,13750,0.012370375432260723,0.21223971352371696,0.6608494755016127,0.37778928682643864,0.6983030828547782,0.11541244965522376,0.7263293185776667,0.298861049262246,COMPLETE
175,0.4586108468125595,2025-11-13 12:22:13.812816,2025-11-13 13:23:20.732750,0 days 01:01:06.919934,-0.7107584197882277,2.7890369542660673,-0.39832016295928463,0.06460648008513248,-0.9918967911960288,0.8426030780334763,2.6766015675083987,-4.095496193460743,2370.5493985000708,3963.423924461054,5939.034462841175,7193.934043631626,8688.785572586492,11549.117162795688,13122.41850684885,15376.00870004502,2737,4944,6439,7563,9582,11195,13746,16391,19,2290,4137,5871,7532,10277,11988,13739,0.040433198466065016,0.0816217420675138,0.6513622157455288,0.4220525889389961,0.6742800940837321,0.10830045665085765,0.6914140123395207,0.28569410610202034,COMPLETE
176,0.4571836346336822,2025-11-13 13:23:21.078195,2025-11-13 14:23:54.629824,0 days 01:00:33.551629,-0.6261608680517707,2.088721618750938,-0.09808383935894024,0.9993479056164458,-1.8982100975590555,1.0631282477079456,2.8255541784181846,-2.980155951004801,2355.7312641133726,4317.003211191092,5894.527359991016,7390.424375577286,9138.466496463227,10337.07574448739,12689.842572342182,15829.624229815869,2712,4860,6374,7597,9409,11144,13246,15869,26,2252,4037,5860,7589,9578,11558,13688,0.10832835043235257,0.20432331761635256,0.7215044391529652,0.3245269499282777,0.6916094394512338,0.09186352060448369,0.6549273028728789,0.3061340289427066,COMPLETE
177,0.4267364414843007,2025-11-13 14:23:54.952280,2025-11-13 15:24:14.955929,0 days 01:00:20.003649,-0.9615521452618341,1.6629869934434571,-0.7970345254631603,0.27430273801693017,-0.8224578049698897,0.6240694115070974,0.2558653773535009,-2.6745511785250184,2404.0896764858167,4249.112799919278,5966.551553173291,7124.246106705237,8645.193862407623,11368.81460942719,12929.11263789291,15103.774543259853,2645,4894,6075,7645,9558,11118,13005,16358,11,2220,4003,5894,7565,9667,12019,13788,0.031084231999246877,0.24037058497989644,0.7701586042816975,0.36742433997137447,0.7020278928991237,0.06624089376472381,0.8173101079926477,0.6692608920523202,COMPLETE
178,0.7849666983824929,2025-11-13 15:24:15.185555,2025-11-13 16:24:20.604370,0 days 01:00:05.418815,-1.7284009809491527,1.2833031598674465,-0.5755848479169401,-0.2660143486133245,3.631870423354403,1.7735095863818264,4.931107728702974,-3.255124551682769,2310.628730631668,4049.4671797121973,5924.696784458732,7523.627668832622,8961.420972528027,10474.525502772674,12792.770069536258,15264.797186353648,2775,4703,5970,7625,9639,11055,13110,16375,40,2299,3948,5912,7503,9548,11999,13491,0.011452205801259285,0.015406955848075457,0.6621359604364779,0.43394897448076203,0.6070980713355604,0.12715502769260334,0.7892393336031877,0.2468702331735323,COMPLETE
179,0.4495718363463368,2025-11-13 16:24:20.977113,2025-11-13 17:24:09.800292,0 days 00:59:48.823179,-1.4263614120718997,2.293191745496242,0.6102583931627125,0.5815656415402126,-1.1333427866416603,1.2265120736331918,-2.925810832776551,-2.3866605523761635,2497.675361555621,3670.5468435817124,5883.60606262786,7565.652394637459,8878.472298006154,10649.420238059965,12552.208127745347,15225.149299896644,2626,4877,6345,7992,9358,11168,13085,16414,16,2493,4080,5836,7542,9706,11503,13756,0.08697593046498704,0.07036764017635123,0.7546771189818551,0.48009497605605184,0.7728200879067577,0.23662247148909107,0.7401310764473558,0.27351641028982726,COMPLETE
180,0.3824928639391056,2025-11-13 17:24:10.121500,2025-11-13 18:24:03.752916,0 days 00:59:53.631416,3.5478305537796944,1.8671742894267465,-0.2570981304104495,0.8484397783373505,-0.4959723217298931,1.5667247677897311,-3.5323469585265714,-3.8753999801203385,2435.111949298132,4492.331730893904,5826.214844554167,7264.260688058863,8753.210674549475,10404.015191217832,12720.658866946593,15389.650773236668,2821,4908,6467,7613,9437,11137,13034,15895,32,2270,4018,5766,7628,10007,11520,13336,0.056017763414937374,0.03667123231653459,0.7855685780668282,0.4585272334223707,0.6334273888490688,0.1799514368792241,0.9214346215948584,0.3069342846136512,COMPLETE
